episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
nan,nan,nan,nan,0,8,40,40,False,0,1,9118e389757c41b69f62f66b144dcd7a,2021-09-09_21-07-57,1631239677,6.269229412078857,6.269229412078857,4685,phesse,152.65.229.168,6.269229412078857,0,1,e3585_00000,[],[],5591.619,7.154,645.517,61.966,2.195,40,40,40,39.111111111111114,41.166666666666664,0.0,0.2,0.0001,inf,-0.0335458479821682,7.1496336460113525,0.8615422,inf,0.5663978159427643,0.0
0.0003839262861530586,-0.12686567164179105,-0.005523627246585324,2.875,24,8,80,80,False,24,2,9118e389757c41b69f62f66b144dcd7a,2021-09-09_21-08-36,1631239716,38.75661540031433,45.02584481239319,4685,phesse,152.65.229.168,45.02584481239319,0,2,e3585_00000,"[0.0003839262861530586, 0.0, 0.0, 0.0, 0.0001245019920318725, 0.0, 0.0, -0.0011123470522803114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0037313432835820895, -0.12686567164179105, -0.001366120218579235]","[7, 1, 1, 1, 7, 6, 1, 1, 1, 1, 6, 1, 1, 1, 6, 1, 1, 6, 1, 6, 1, 1, 9, 1]",21853.056,1.83,639.513,62.548,2.185,80,80,80,20.439285714285713,45.519642857142856,0.0,0.30000000000000004,0.0001,inf,-0.06625217664986849,2.1043388843536377,0.23866007,inf,0.7846914827823639,0.0
0.0003839262861530586,-0.12686567164179105,-0.0044001866251493615,3.1,6,8,120,120,False,30,3,9118e389757c41b69f62f66b144dcd7a,2021-09-09_21-08-41,1631239721,5.1895294189453125,50.2153742313385,4685,phesse,152.65.229.168,50.2153742313385,0,3,e3585_00000,"[0.0003839262861530586, 0.0, 0.0, 0.0, 0.0001245019920318725, 0.0, 0.0, -0.0011123470522803114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0037313432835820895, -0.12686567164179105, -0.001366120218579235, 0.000249003984063745, 0.0001562255897516013, 0.0, 0.0001562255897516013, 0.0, 0.0]","[7, 1, 1, 1, 7, 6, 1, 1, 1, 1, 6, 1, 1, 1, 6, 1, 1, 6, 1, 6, 1, 1, 9, 1, 7, 7, 1, 7, 1, 1]",16086.906,2.486,635.055,62.987,2.191,120,120,120,23.2,46.58571428571429,0.0,0.45000000000000007,0.0001,inf,-0.036815986037254333,4.153353452682495,-0.114111274,inf,0.6582909822463989,0.0
0.41601779755283647,-0.12686567164179105,0.007914878454290217,2.979591836734694,19,8,160,160,False,49,4,9118e389757c41b69f62f66b144dcd7a,2021-09-09_21-09-11,1631239751,30.26286482810974,80.47823905944824,4685,phesse,152.65.229.168,80.47823905944824,0,4,e3585_00000,"[0.0003839262861530586, 0.0, 0.0, 0.0, 0.0001245019920318725, 0.0, 0.0, -0.0011123470522803114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0037313432835820895, -0.12686567164179105, -0.001366120218579235, 0.000249003984063745, 0.0001562255897516013, 0.0, 0.0001562255897516013, 0.0, 0.0, 8.741946481803639e-06, 0.0, 0.000249003984063745, 0.0, 0.0, 0.0, 0.0001562255897516013, 0.0, 0.41601779755283647, 0.0, 0.0, 0.0, -0.061224489795918366, 0.0, 0.0, 0.0, 0.0, 0.1646273637374861, 0.0]","[7, 1, 1, 1, 7, 6, 1, 1, 1, 1, 6, 1, 1, 1, 6, 1, 1, 6, 1, 6, 1, 1, 9, 1, 7, 7, 1, 7, 1, 1, 7, 1, 7, 1, 1, 1, 7, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1]",19472.44,2.054,632.673,63.224,2.22,160,160,160,14.620930232558138,49.116279069767444,0.0,0.675,0.0001,inf,-0.041416265070438385,32.302407026290894,0.64056265,inf,1.2873693704605103,0.0
0.41601779755283647,-0.12686567164179105,0.010706613729118965,2.6805555555555554,23,8,200,200,False,72,5,9118e389757c41b69f62f66b144dcd7a,2021-09-09_21-09-22,1631239762,10.128828525543213,90.60706758499146,4685,phesse,152.65.229.168,90.60706758499146,0,5,e3585_00000,"[0.0003839262861530586, 0.0, 0.0, 0.0, 0.0001245019920318725, 0.0, 0.0, -0.0011123470522803114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0037313432835820895, -0.12686567164179105, -0.001366120218579235, 0.000249003984063745, 0.0001562255897516013, 0.0, 0.0001562255897516013, 0.0, 0.0, 8.741946481803639e-06, 0.0, 0.000249003984063745, 0.0, 0.0, 0.0, 0.0001562255897516013, 0.0, 0.41601779755283647, 0.0, 0.0, 0.0, -0.061224489795918366, 0.0, 0.0, 0.0, 0.0, 0.1646273637374861, 0.0, 0.0001562255897516013, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0, 8.741946481803639e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2709030100334448, 0.0, 0.0, -0.0546875, 0.0]","[7, 1, 1, 1, 7, 6, 1, 1, 1, 1, 6, 1, 1, 1, 6, 1, 1, 6, 1, 6, 1, 1, 9, 1, 7, 7, 1, 7, 1, 1, 7, 1, 7, 1, 1, 1, 7, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 7, 7, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1]",17475.887,2.289,631.861,63.305,2.449,200,200,200,26.019999999999996,50.28000000000001,0.0,1.0125000000000002,0.0001,inf,-0.016496852040290833,25.97303295135498,-1.0,inf,1.0490368902683258,0.0
0.41601779755283647,-0.12686567164179105,0.008569793534115343,2.477777777777778,18,8,240,240,False,90,6,9118e389757c41b69f62f66b144dcd7a,2021-09-09_21-09-25,1631239765,3.879270315170288,94.48633790016174,4685,phesse,152.65.229.168,94.48633790016174,0,6,e3585_00000,"[0.0003839262861530586, 0.0, 0.0, 0.0, 0.0001245019920318725, 0.0, 0.0, -0.0011123470522803114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0037313432835820895, -0.12686567164179105, -0.001366120218579235, 0.000249003984063745, 0.0001562255897516013, 0.0, 0.0001562255897516013, 0.0, 0.0, 8.741946481803639e-06, 0.0, 0.000249003984063745, 0.0, 0.0, 0.0, 0.0001562255897516013, 0.0, 0.41601779755283647, 0.0, 0.0, 0.0, -0.061224489795918366, 0.0, 0.0, 0.0, 0.0, 0.1646273637374861, 0.0, 0.0001562255897516013, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0, 8.741946481803639e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2709030100334448, 0.0, 0.0, -0.0546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000249003984063745, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001562255897516013]","[7, 1, 1, 1, 7, 6, 1, 1, 1, 1, 6, 1, 1, 1, 6, 1, 1, 6, 1, 6, 1, 1, 9, 1, 7, 7, 1, 7, 1, 1, 7, 1, 7, 1, 1, 1, 7, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 7, 7, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7]",15093.138,2.65,641.534,62.351,2.428,240,240,240,30.439999999999998,50.86,0.0,1.5187500000000003,0.0001,inf,-0.026579000055789948,0.07265773974359035,0.26868352,inf,0.9645025134086609,0.0
0.41601779755283647,-0.12686567164179105,0.009865803172406195,2.44,16,8,280,280,False,106,7,9118e389757c41b69f62f66b144dcd7a,2021-09-09_21-09-36,1631239776,10.723113059997559,105.2094509601593,4685,phesse,152.65.229.168,105.2094509601593,0,7,e3585_00000,"[0.0, -0.0011123470522803114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0037313432835820895, -0.12686567164179105, -0.001366120218579235, 0.000249003984063745, 0.0001562255897516013, 0.0, 0.0001562255897516013, 0.0, 0.0, 8.741946481803639e-06, 0.0, 0.000249003984063745, 0.0, 0.0, 0.0, 0.0001562255897516013, 0.0, 0.41601779755283647, 0.0, 0.0, 0.0, -0.061224489795918366, 0.0, 0.0, 0.0, 0.0, 0.1646273637374861, 0.0, 0.0001562255897516013, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0, 8.741946481803639e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2709030100334448, 0.0, 0.0, -0.0546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000249003984063745, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001562255897516013, 0.20254452926208652, 0.0, 0.0, 0.0, 0.0, 0.0003839262861530586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001562255897516013, 0.0, 0.0, 0.01272264631043257]","[1, 1, 1, 1, 6, 1, 1, 1, 6, 1, 1, 6, 1, 6, 1, 1, 9, 1, 7, 7, 1, 7, 1, 1, 7, 1, 7, 1, 1, 1, 7, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 7, 7, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 10, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 7, 1, 1, 8]",14372.892,2.783,644.551,62.059,2.386,280,280,280,12.325,51.23125,0.0,2.278125,0.0001,inf,-0.030284956097602844,0.05953195318579674,0.07956278,inf,0.8485167026519775,0.0
0.41601779755283647,-0.1417910447761194,0.009792141116060124,2.42,16,8,320,320,False,122,8,9118e389757c41b69f62f66b144dcd7a,2021-09-09_21-09-41,1631239781,5.272417783737183,110.48186874389648,4685,phesse,152.65.229.168,110.48186874389648,0,8,e3585_00000,"[-0.12686567164179105, -0.001366120218579235, 0.000249003984063745, 0.0001562255897516013, 0.0, 0.0001562255897516013, 0.0, 0.0, 8.741946481803639e-06, 0.0, 0.000249003984063745, 0.0, 0.0, 0.0, 0.0001562255897516013, 0.0, 0.41601779755283647, 0.0, 0.0, 0.0, -0.061224489795918366, 0.0, 0.0, 0.0, 0.0, 0.1646273637374861, 0.0, 0.0001562255897516013, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0, 8.741946481803639e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2709030100334448, 0.0, 0.0, -0.0546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000249003984063745, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001562255897516013, 0.20254452926208652, 0.0, 0.0, 0.0, 0.0, 0.0003839262861530586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001562255897516013, 0.0, 0.0, 0.01272264631043257, 0.0, 0.0, 0.0, 0.0, 0.0, -0.061224489795918366, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1417910447761194, 0.0001562255897516013, 0.1902654867256637, 0.0003839262861530586, 0.0]","[9, 1, 7, 7, 1, 7, 1, 1, 7, 1, 7, 1, 1, 1, 7, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 7, 7, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 10, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 7, 1, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 7, 7, 1]",13151.776,3.041,646.124,61.908,2.512,320,320,320,19.7,52.771428571428565,0.0,3.4171875000000003,0.0001,inf,-0.015461679548025131,0.023292992264032364,0.9907024,inf,0.6414728164672852,0.0
0.2709030100334448,-0.1417910447761194,0.006913854993382218,2.12,19,8,360,360,False,141,9,9118e389757c41b69f62f66b144dcd7a,2021-09-09_21-09-48,1631239788,6.09760308265686,116.57947182655334,4685,phesse,152.65.229.168,116.57947182655334,0,9,e3585_00000,"[0.0, -0.061224489795918366, 0.0, 0.0, 0.0, 0.0, 0.1646273637374861, 0.0, 0.0001562255897516013, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0, 8.741946481803639e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2709030100334448, 0.0, 0.0, -0.0546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000249003984063745, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001562255897516013, 0.20254452926208652, 0.0, 0.0, 0.0, 0.0, 0.0003839262861530586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001562255897516013, 0.0, 0.0, 0.01272264631043257, 0.0, 0.0, 0.0, 0.0, 0.0, -0.061224489795918366, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1417910447761194, 0.0001562255897516013, 0.1902654867256637, 0.0003839262861530586, 0.0, 8.741946481803639e-06, 0.0, 0.0, 0.0003839262861530586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001562255897516013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003839262861530586, 0.0]","[1, 1, 1, 1, 1, 1, 7, 1, 7, 7, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 10, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 7, 1, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 7, 7, 1, 7, 1, 1, 7, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 7, 1]",12293.126,3.254,648.198,61.71,2.476,360,360,360,23.055555555555557,53.788888888888884,0.0,5.12578125,0.0001,inf,-0.013985227793455124,0.056947313249111176,-0.17047903,inf,1.084511399269104,0.0
0.78125,-0.1417910447761194,0.012155075637903396,2.07,19,8,400,400,False,160,10,9118e389757c41b69f62f66b144dcd7a,2021-09-09_21-10-02,1631239802,14.635793447494507,131.21526527404785,4685,phesse,152.65.229.168,131.21526527404785,0,10,e3585_00000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2709030100334448, 0.0, 0.0, -0.0546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000249003984063745, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001562255897516013, 0.20254452926208652, 0.0, 0.0, 0.0, 0.0, 0.0003839262861530586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001562255897516013, 0.0, 0.0, 0.01272264631043257, 0.0, 0.0, 0.0, 0.0, 0.0, -0.061224489795918366, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1417910447761194, 0.0001562255897516013, 0.1902654867256637, 0.0003839262861530586, 0.0, 8.741946481803639e-06, 0.0, 0.0, 0.0003839262861530586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001562255897516013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003839262861530586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78125, 0.0003839262861530586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01272264631043257]","[1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 10, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 7, 1, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 7, 7, 1, 7, 1, 1, 7, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8]",12461.374,3.21,648.569,61.674,2.431,400,400,400,19.109523809523814,53.60952380952382,0.0,7.688671875000001,0.0001,inf,-0.019473090767860413,0.002464857476297766,0.93858254,inf,0.8232950568199158,0.0
